,Sample name,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4
,Peak #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
Name,
30272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167723,,,,,,,,,,,,,,,,,,,,,,,,,,
30270,,,,,,,,,,,,,,,,140120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177333,,,
30267,,,,,,,,,,,,,,,,,,,,,,,,,,,225013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30243,,,,,,,,,,,,,,,,,,,,,,164025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30239,,,,,77413.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125699,,,,,,,,,,,,,,,,,,,,,,,,
30231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123209,,,,,,,,,,,,,,,,,,,,,,,,,
30223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148340,,,
30220,,,,,,,,,,,,,,,,,,,67192.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30215,,,,,100239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419869,,,,,,,
30208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141988,,,,,,,,,,,,,,,,,,,,,,,,,
30206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126263,,,,,,,,,,,,,,,,,
30205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283099,,,,,,
30196,,,,,151751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235435,,,,,,,
30185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341290,,,,,,,,
30181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117404,,,,,,,,,,,,,,,,,,,,,,,
30172,,,,,,,,,,,,,,,,94072.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30170,,,,,,,,,,,,,,,,,,,,,,,,,,,,172473,,,,,,,,,,,,,,,,,,,,,,,,,,,
30168,,,,,112467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60498.3,,,,,,,,,,,,,,,,,,
30155,,,,,,,,,,,,,,,,,,,,172693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30151,,,,,,,,,,,,,,,,,,,,,,272502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85794.8,,,,,,,,278883,,,,,,,,,,,,,
30141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148486,,,,,,,,,,,,,,,,
30140,,,11713.3,,,,,,,,,,,,130325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30139,,,,,131081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279352,,,,
30133,,,,,,,,,,,,,,,,,,,,,,,,,,197131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285211,,,,,,,,,,,,,
30128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117628,,,,,,,,,,,,,,,,,,,,
30127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260725,,,,,,,,,
30123,,,,12321.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259969,,,,,,,,,,,,,,,,
30116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539122,,,,,,,,,,,,,,,,,
30115,,,,,302408,,,,,,,,,,,,,,,520630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109356,,,,,,,,,,,,,,,,,,,,,,
30092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314861,,,,,,,,
30072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254437,,,,,,,,,
30071,,,,,156232,,,,,,,,,,166456,,,,,,,,,,,,,,,,,,80861.5,,,,,,,,,,,,,,,,,,,,,,
30058,,,12723.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128794,,,,,,,,,,,,,,,,,
30035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194785,,,,,,,,,,,,,,,,,,,,,,,,,,
30023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104686,,,,,,,,,,,,,,,,,,,,,,
30018,,,,,,154106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30017,,,,,793070,,,,,,,,,,,,,,,702161,,,,,,,,,,,,,,,,,,1002960,,,,,,,,,,,,,,,,,
30013,,,,,,,171661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70045.7,,,,,,,,,,,,,,,,,,,,
30001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96246.6,,,,,,,,,,,,,,,,,,,,,,,,
29982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135684,,
29977,,,,,,,,,,,,,,,,,,,,560059,,,,,,,,,,,,,,78496.8,,67936.8,,,,,,,,,,,,,,,,,,,
29976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321566,,,,,,,,,,,,,,,,,
29975,,,,,279374,,,,,,,,,,,,,,,,,,,,,,,,,,,167226,,,,,,,199763,,,,,,,,,,,,,,,,
29962,,,,,,,,,,,,,,,,,,,,,,,,,,201837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202738,,,,,,,,,
29953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221482,,,,,,,,,,,,,
29939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70898.8,,,,,,,,,,,,,,,,,,,,
29938,,,,,,,,,,,,,,,,,,,,,,221388,,,,,,,,,,,,,,90472.4,,,,,,,,,,,,,,,,,,,
29937,,,,,,,,,,,,,,,,,,,,304279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569561,,,,,,,,,,,,,,
29932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,696810,,,,,,,,,,,,,,,,,
29931,,,,,405046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147016,,,,,,,,,,,,,,,,,,,,,,,,,
29909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203057,,,,,,,,,,,,,,,,,,,,,,,,,
29899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245869,,,,,,,,,,,,,
29897,,,,,,,,,,,,,,,,122628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199540,,,,,,,,,,,,,,,,
29890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586122,,,,,,,,,,,,,,,,,
29888,,,,,377731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29882,,12948.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139635,,,,,,,,,,,,,,,,,,,,,,
29857,,,,,,,,,,,,,191455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29843,,,,,,,,,,,,,,,,,,,,,,,171492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799979,,,,,,,,,,,,,136142,
29838,,,,,,,,,,,,,,,,,99659.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211304,,,,,,,,,,,,,,,
29832,,,11296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29831,,,,,1014900,,,,,,,,,,,,,,,798091,,,,,,,,,,,,,,,,,,1269530,,,,,,,,,,,,,,,,,
29829,,,,,,,,,,,,,,,,,,,,,,273139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123953,,,,,,,,,,,,,,,,,,,,,,,,,
29795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150449,,,,,,,,,,,,,,,,
29791,,,,,378827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430694,,,,,,,,,,,,,,,,,
29785,,,,,,,,,,,,,,,,,,,,,,185777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29783,,,,,,,,269263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294865,,,,,,,,,,,,,
29778,,11889.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29749,,,,,202634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208243,,,,,,,,,,,,,,,,,
29745,,,,,,,185288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210646,,,,,,,,,
29740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412789,,,,,,,,,,,,,
29729,,,,,,,,221008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29725,,,,,,,,,,,,,,,,,,,,,,212628,,,,,,,,,,,,,,,,,,,,,,,,245050,,,,,,,,,
29722,,,,,,,,,,,,,,,,,,,,,,,288187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29720,,,,11809.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29685,,,,,,,,,,,,,,,,,,,,,,,199616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29684,,,,,,,,,,,,,,,,,,,,,,322388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29682,,,,,121940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155830
29678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166345,,,,,,,,,,,,,,,,,,,,,,,,,
29673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100563,,,,,,,,,,,,,,,,,,,,,,,,
29669,,,,,,,,,,,,,,,,,,,,,,,,,,,,136899,,,,,,,,,,,,,,,,,,,,,,,,,,,
29662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235447,,,,,,,,,,,,,,,
29660,,,,,64892.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29659,,,12998.9,,,,,,,,,,,,,,78709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29653,,,,12906.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94710.3,,,,,,,,,,,,,,,,,,,
29642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147167,,,,,,,,,,,,,,,,,
29624,,,,,,,,,,,,,,,,,,76949.8,,,,268490,,,,,,,,,,,,,,,,117924,,,,,,,,,,,,,,,,,
29622,,,,,,,,325467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539602,,,,,,,,,,,,,,
29606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187756,,,,,,,,,,,,,,,
29603,,,,,97599.3,,,,,,,,,,,,,,,,,,,,,,241309,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29600,,,,14007.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29587,,,,,,,198692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173075,,,,,,,,,,,,,,,
29582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79361.5,,,,,,,,,,,,,,,,,,,,,,
29546,,,,,,,,229685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119040,,,,,,,,,,,,,,,,,,,,,,,,,
29525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132837,,,,,,,,,,,,,,,,,,,,,,,,,,
29514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173571,,,,,
29511,,,,15556.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29508,,,18859.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243815,,,,
29497,,,,,71288.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29468,,,,,,,186474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61912.7,,,,,,,,,,,,,,,,,,,,,
29453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98937.3,,,,,,,,,,,,,,,,,,,,,,,,
29433,,,,11148.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29387,,,,,,,,,,,,,,,,,73137.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29342,,,,15258.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78607.8,,,,,,,,,,,,,,,,,,,,
29333,,,,,73921.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29318,,,,23341.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119903,,,,,,,,,,,,,,,,,,,,,,,,,,
29256,,,,,75741.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29254,,,,,,,,,,,,,184476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64279.7,,,,,,,,,,,,,,,,,,,,
29237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140744
29227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153894,
29212,,,,,,,,,,,,,,,,,,,,,,255800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29149,,,,17468.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29114,,15845.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167606,,,,
29091,,22451.7,,,,,,,,,,,,,,,90403.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177082
29069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160070,,,,,
29040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329294,,,,,,,
29033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87338.9,,,,,,,,,,,,,,,,,,,,,
29032,,,20510.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122705,,,,,,,,,,,,,,,,,,,,,,,,
29000,,,14194.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28997,,15270.8,,22233.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79206.8,,,,,,,,,,,,,,,,,,
28985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346122,,,,
28983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156206,,,,,
28973,,,,,,,,,,,,,,,,,,,,,,263354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248543,,,,,,,,,,,,,
28920,,,18352.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99947.2,,,,,,,,,,,,,,,,,,,,,,
28867,,,,13828.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52855.4,,,,,,,,,,,,,,,,,,
28856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260373,,,,,
28829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170182,,,,
28827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141971,
28821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228577,,,,,,,,,,,,,
28806,,12788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141950,,,
28774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67757.9,,,,,,,,,,,,,,,,,,,,
28764,,,16073.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28761,,,,10081.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28745,,,36257.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28703,,,,24418.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157721,,,,,
28670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77201.6,,,,,,,,,,,,,,,,,,
28647,,,11749.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224009,,,,,,
28575,,,,,,,,,,,,,,,,,,,110725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52787,,,,,,,,,,,,,,,,,,
28541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184930,
28537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102679,,,,,,,,,,,,,,,,,,,,,
28491,,,,,,,,,,,,,,,,,93831.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161970,,,,,
28479,,,,,65606.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28478,,22331.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28455,,,,,,,,,,,,,,,,88184.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28425,,,,13345.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218271,,,,,,,,,
28376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128798,,,,,,,,,,,,,,,,,,,,,,,,,
28365,,,31782.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65740.3,,,,,,,,,,,,,,,,,,
28337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101836,,,,,,,,,,,,,,,,,,,,
28335,,,,,,,,,,,,,,,,,91387.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202296,,,,,,,,,,,,,,,
28313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135021,,,,,,,,,,,,,,,,,,,,,,,,,
28305,,19946.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127507,,,,,,,,,,,,,,,,,,,,
28264,,,,,,,,,,,,,,,,,,,132063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155405,,,,,,,,,,,,,,,,
28245,,,,,,,,,,,,,,,,,,61597.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451775,,,,,,,,
28234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63362.9,,,,,,,,,,,,,,,,,,,168880,,
28230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69094.5,,,,,,,,,,,,,,,,,,,,
28228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230618,,,,,,,
28226,,14989.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28221,,,,28003.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28197,,21611.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101843,,,,,,,,,,,,,,,,,,,,,,,,
